Zn %,Fe%,Cu %,Mn %,B %,S %,N,P,K,temperature,humidity,ph,rainfall,label
58.94,79.83,98.62,89.44,78.29,60.24,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
78.94,77.3,98.6,95.92,73.44,91.23,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
89.95,98.18,99.03,99.58,35.46,96.8,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
57.18,70.43,89.7,88.75,43.74,41.93,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
91.98,97.68,98.1,97.66,94.29,97.76,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
40.82,81.62,82.17,94.89,79.08,69.84,89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize
84.85,68.56,96.89,87.86,82.32,86.94,76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize
78.64,79.5,96.57,93.11,39.98,83.98,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
27.43,63.08,98.85,89.48,43.85,22.53,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
93.55,81.11,98.32,82.78,31.68,64.87,90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,maize
60.28,74,98.93,87.4,70.72,66.73,62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize
66.38,67.04,94.59,79.97,3.08,73.13,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
52.51,65.15,96.17,83.79,68.67,63.04,66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize
97.91,97.24,89.4,99.24,95.94,61.24,63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,maize
75.91,51.21,95.36,90.43,70,88.76,70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize
77.67,75.09,99.18,91.31,89.15,75.84,61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize
62.81,72.25,97.19,93.33,14.89,15.34,66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize
86.45,77.07,98.5,90.78,86.83,85.81,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
79.27,75.05,97.45,97.36,67.64,62.19,77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize
81.95,78.3,98.48,99.3,86.19,39.97,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
75.78,98.78,99.35,83.55,87.37,80.01,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
88.63,84.92,99.72,94.13,58.8,89.68,83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,maize
70.33,85.63,94.62,90.26,82.52,89.54,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
99.52,94.95,99.77,94.67,93.13,72.01,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
72.17,73.45,98.18,85.11,71.36,57.94,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
68.78,94.58,99.09,90.12,96.72,47.78,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
94.44,97.53,99.81,98.8,63.52,90.08,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
67.11,94.09,95.42,97.67,62.74,78.21,87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize
34.98,10.29,70.66,47.68,21.93,72.08,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
64.64,60.78,85.73,87.58,77.15,89.38,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
63.72,47.12,92.39,87.82,98.06,65.55,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
85.82,81.15,99.77,86.42,91.53,1.1,64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize
75.15,74.1,98.81,87.52,86.52,78.47,60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,maize
81.62,82.99,99.52,98.12,4.96,98.85,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
79.4,75.88,95.16,83.48,59.86,64.86,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
75.31,94.04,99.73,92.96,94.28,58.05,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
44.38,81.54,98.32,76.97,68.63,50.82,98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,maize
92.23,88.9,99.64,92.51,82.02,90.54,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
95.77,94.34,99.64,88.57,99.75,8.57,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
74.4,68.39,92.82,73.96,53.34,70.62,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
74.5,85.58,99.09,70.28,86.05,64.47,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
74.88,66.89,94.77,61.99,43.73,65.66,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
6.33,82.01,99.88,86.98,33.24,22.87,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
55.22,57.88,96.56,55.5,50.23,53.42,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
82.12,86.38,99.84,87.67,93,72.63,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
90.08,50.14,98.58,87.59,68.18,81.96,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
12.05,81.56,99.7,65.39,27.38,15.78,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
85.04,90.44,98.29,85.69,88.08,84.12,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
79.57,93.7,99.98,99.42,17.56,99.41,99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize
91.88,74.31,94.52,88.47,29.78,67.77,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
95.81,91.8,99.51,95.58,95.5,97.54,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
47.66,81.62,98.81,88.37,45.84,32.82,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
97.83,92.94,72.42,96.45,88.71,96.15,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
97.15,98.95,99.49,97.34,95.83,87.87,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
91.27,91.89,96.74,68.22,66.05,92.15,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
94.31,95,95.04,96.27,84.74,74.11,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize
94.74,97.35,96.85,89.46,75.23,81.31,66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize
69.09,77.4,89.02,82.81,30.5,61.36,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
86.87,61.06,76.62,58.01,98.51,93.24,79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize
87.5,85.84,87.34,85.26,85.07,91.55,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
86.34,95.78,95.75,92.68,50.69,79.32,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
89.96,81.21,97.7,68.18,69.07,93.96,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
88.33,89.76,94.81,87.5,75,54.3,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
77.31,84.46,90.15,79.85,28.54,76.53,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
94.9,95.06,96.75,87.52,63.44,39.82,81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize
90.91,100,100,90.91,90.91,100,73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize
93.95,100,98.63,97.06,78.52,22.07,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
100,100,100,84.81,100,62.5,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
98.56,93.78,97.61,68.6,81.34,44.98,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
96.36,99.59,100,94.31,87.85,36.84,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
86.96,97.83,100,77.17,71.74,22.83,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
67.67,65.14,91.88,77.7,73.54,85.9,40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
80.51,78.19,99.77,91.82,89.04,88.62,23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
79.27,88.14,95.54,97.24,88.05,95.67,39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea
58.3,71.16,98.86,91.4,86.15,86.81,22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
78.62,82.02,98.05,95.23,65.78,98.56,36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,chickpea
60.7,48.45,97.47,91.34,92.75,96.05,32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea
40.66,59.14,94.65,82.17,73.99,69.54,58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea
39.58,55.37,80.72,79.83,77.23,87.61,59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea
81.05,75.77,98.85,91.31,96.76,94.45,42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
58.7,64.93,96.44,78.35,85.4,88.29,28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
61.6,93.71,95.22,98.34,79.43,87.59,58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea
67.36,87.69,96.54,96.76,87.74,88.24,43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
68.61,67.42,92.82,92.72,71.8,86.46,58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,chickpea
71.52,98.79,93.03,99.7,100,0.3,23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
93.36,100,83.19,100,90.78,0.23,27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
80,99.59,81.28,98.68,99.34,0.5,28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea
65.1,99.89,81.62,91.86,,71.25,50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
0,100,66.67,100,,100,39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
57.72,99.45,92.05,94.33,0,90.59,25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
67.76,99.8,71.78,45.95,,7.96,31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
35.68,100,80.54,51.63,,99.46,26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea
44.44,88.89,25,100,33.33,66.67,25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
76.94,100,82.11,93.97,0,21.77,31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
67.3,98.07,86.61,87.35,100,39.16,60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
48.09,99.49,91.15,75.37,,69.45,59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,chickpea
50,100,50,100,0,0,22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
100,100,100,90.91,,100,36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
63.77,91.62,84.68,50.74,0,15.61,59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea
100,100,100,100,0,100,54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,chickpea
84,100,90.67,65.88,,100,43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
45.23,99.84,91.82,66.12,100,96.44,28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
41.8,100,60.58,53.48,,0.26,42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea
93.44,100,80.33,91.26,,1.64,32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
43.52,97.98,89.57,76.11,,69.94,22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
65.1,98.14,99.63,90.41,2.99,88.56,31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
89.47,97.73,99.66,95.84,29.56,85.47,28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
93.58,99.98,99.55,99.47,0.92,98.41,57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
99.79,99.53,99.96,87.64,0.92,99.63,49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
89.85,99.55,99.98,99.59,0.06,99.59,46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
99.9,99.95,98.94,90.71,3.42,98.22,54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea
99.96,99.91,100,93.21,1.65,99.78,38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
85.73,99.41,99.24,98.64,7.77,96.98,59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
99.7,99.49,99.94,87.86,3.99,98.04,36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
98.36,99.98,99.98,99.17,0.06,99.86,57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea
97.05,98.14,99.88,90.46,4.51,99.04,35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
100,100,100,100,0,100,35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
71.28,99.6,99.97,99.68,1.41,96.49,52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
97.42,99.91,99.98,99.77,0.48,99.52,27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
97,99.99,100,99.91,0,99.99,57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
98.32,84,56.33,97.57,61.09,97.49,52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
97.6,99.96,99.99,99.38,1.97,99.22,43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,chickpea
64.95,99.04,99.56,83.13,0.32,99.74,44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
99.88,99.97,100,99.94,0.15,99.94,24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
96,99.57,99.86,99.62,3.86,93.62,29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,chickpea
98.64,99.78,99.95,99.24,0.08,99.88,20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
98.82,99.79,99.97,92.38,0.89,98.5,56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
94.14,97.49,97.61,89.17,7.87,88.81,37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
52.57,99.89,100,93.19,0.17,98.34,49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
88.15,99.68,99.1,96.26,0.39,96.56,59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea
99.68,99.69,98.98,88.74,4.43,99.8,20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
90.4,99.98,100,99.91,0.23,99.88,24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
98.84,99.52,99.94,90.47,1.91,98.39,51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea
99.85,99.9,99.97,95.47,0.08,99.92,57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
98.55,99.96,100,99.71,0.04,99.96,22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,chickpea
99.93,99.9,99.97,89.28,0.77,99.9,52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,chickpea
85.04,99.95,99.88,99.12,2.42,98.74,29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
87.7,89.78,90.04,89.83,0.02,35.91,44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
69.61,77.58,78.21,77.69,0.12,3.92,41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,chickpea
98.48,98.59,99,98.54,0.43,0.37,52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,chickpea
0.09,0.12,0.12,0.09,0.15,0.03,34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
86.9,86.13,87.39,87.07,0.03,23.12,42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea
0.15,0,0.17,0.16,0.16,0.16,34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea
95.72,93.84,99.26,97.19,1.79,2.25,27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
0,0.04,0.07,0.07,0.07,0.07,30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
96.83,97.1,98.13,95.52,2.8,19.4,57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
99.71,99.51,99.75,99.65,2.28,2.86,27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,chickpea
58.95,94.74,100,96.84,64.21,84.21,32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,chickpea
95.22,88.07,99.28,98.27,0.85,0.21,31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
91.22,97.13,99.18,96.17,2.68,0.03,33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea
50,50,100,100,0,50,47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
94.15,92.85,94.45,94,0.3,5.18,54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
34.38,32.81,96.88,35.09,91.07,39.29,47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
69.11,99.59,95.93,83.27,54.07,11.79,35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
3.04,4.22,6.39,6.94,3.12,7.04,53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
26.42,53.34,55.18,53.72,0.12,8.44,45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea
96.86,92.36,98.37,94.68,7.96,14.22,37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
6.43,5.85,6.45,6.43,0.03,0.03,30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea
83.3,95.18,99.34,92.08,0.15,0.21,37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
17.52,23.06,31.45,18.84,6.11,24.58,53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
97.25,98.45,99.66,99.38,0.41,0.52,22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea
66,80.76,81.41,72.56,0.37,0.16,60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
83.1,87.06,94.84,85.05,4.08,5.63,42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
7.11,8.13,8.91,7.72,0.54,6.46,39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea
35.58,97.87,98.07,83.59,0.84,0.63,35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea
1.05,2.19,2.34,2.2,1.86,1.62,30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
0.13,0.32,0.34,0.28,0.18,5.96,57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
3.67,4.28,4.34,4.26,2.23,24.84,48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
93.31,94.77,98.84,99.71,74.13,94.19,36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
0.25,0.27,0.5,0.43,0.21,0.14,40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
0.11,0.23,0,0.11,0.23,0.11,49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
98.35,99.85,99.9,99.9,0.83,0.93,40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
34.69,53.06,97.96,63.83,57.14,91.84,23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
53.92,49.26,98.28,61.1,67.89,88.48,39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea
0.11,0.12,0.3,0.17,0.18,0.27,22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
38.63,96.84,99.18,97.14,52.95,44.16,36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,chickpea
31.23,78.04,99.61,96.29,49.84,89.06,32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea
88.95,98.74,99.88,97.88,82.22,96.2,58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea
36.75,90.97,92.5,95.56,21.93,18.83,59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea
93.23,91.06,99.9,98.57,62.25,36.95,42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
97.25,96.47,98.79,90.82,88.09,94.71,28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
74.54,96.48,98.45,93.32,86.97,88.01,58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea
39.61,89.64,92.59,95.23,88.53,47.49,43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
64.33,98.73,99.75,99.32,69.54,26.57,58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,chickpea
68.84,84.13,99.58,97.55,63.75,54.74,23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
53.4,89.19,94.29,95.76,80.07,55.91,27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
39.6,82.05,95.02,94.06,48.95,88.32,28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea
31.08,64.91,93.67,91.81,74.86,39.35,50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
74.1,95.05,99.22,95.23,99.35,18.39,39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
12.1,98.47,99.09,99.21,57.79,95.51,25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
32.36,80.06,59.83,85.38,39.43,88.4,31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
16.74,87.46,96.15,92.08,84.69,38.97,26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea
76.44,98.07,95.98,98.87,95.73,58.62,25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
77.75,98.64,99.74,99.7,94.72,60.79,31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
75.27,83.78,98.42,98.03,95.78,74.73,60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
54.34,91.47,90.01,94.74,66.24,90.13,59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,chickpea
67.77,99.22,98.38,98.72,97.08,35.89,22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
65.03,98.28,99.73,99.71,78.16,83.21,36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
52.85,77,90.06,97.27,51.48,75.2,59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea
7.7,68.53,76.32,96.92,8.42,7.08,54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,chickpea
72.95,98.58,99.57,99.76,95.55,99.07,43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
50.76,82.93,95.11,99.05,72.22,83.18,28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
65.2,99.51,100,94.79,29.02,57.75,42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea
85.02,99.66,97.98,98.98,45.9,20.9,32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
72.52,82.68,95.38,94.01,40.49,86.34,22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
62.5,55.13,88.42,88.35,38.23,83.34,31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
63.79,72.95,98.15,98.04,59.01,87.92,28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
74.36,78.64,97.76,98.59,67,72.19,57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
83.48,67.8,95.33,99.7,68.68,86.04,49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
62.44,81.53,93.67,99.64,63.43,71.56,46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
51.38,57.63,91.79,96.95,30.24,70.07,54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea
14.98,90.56,95.68,98.81,36.05,98.14,38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
78.63,94.98,96.66,99.27,72.01,78.75,59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
